date,sentiment
2020-05-15,neutral
2020-05-15,neutral
2020-05-15,negative
2020-05-15,neutral
2020-05-15,neutral
2020-05-15,neutral
2020-05-16,negative
2020-05-16,neutral
2020-05-16,positive
2020-05-18,neutral
2020-05-18,neutral
2020-05-18,neutral
2020-05-18,negative
2020-05-18,negative
2020-05-18,neutral
2020-05-18,neutral
2020-05-18,neutral
2020-05-18,neutral
2020-05-18,neutral
2020-05-19,neutral
2020-05-19,neutral
2020-05-19,positive
2020-05-19,positive
2020-05-19,neutral
2020-05-19,negative
2020-05-19,neutral
2020-05-19,negative
2020-05-20,neutral
2020-05-20,neutral
2020-05-20,negative
2020-05-20,positive
2020-05-20,neutral
2020-05-20,neutral
2020-05-20,neutral
2020-05-21,negative
2020-05-21,neutral
2020-05-21,neutral
2020-05-21,negative
2020-05-21,negative
2020-05-21,neutral
2020-05-21,neutral
2020-05-22,neutral
2020-05-22,neutral
2020-05-25,neutral
2020-05-25,neutral
2020-05-26,positive
2020-05-26,positive
2020-05-26,negative
2020-05-26,neutral
2020-05-26,neutral
2020-05-26,neutral
2020-05-26,neutral
2020-05-26,neutral
2020-05-26,negative
2020-05-26,positive
2020-05-26,neutral
2020-05-27,positive
2020-05-27,neutral
2020-05-27,neutral
2020-05-27,positive
2020-05-28,neutral
2020-05-28,negative
2020-05-28,neutral
2020-05-28,neutral
2020-05-28,neutral
2020-05-28,neutral
2020-05-28,negative
2020-05-29,neutral
2020-05-29,positive
2020-05-29,positive
2020-05-29,neutral
2020-05-29,neutral
2020-05-29,negative
2020-06-01,negative
2020-06-01,positive
2020-06-01,positive
2020-06-01,negative
2020-06-01,neutral
2020-06-01,positive
2020-06-01,neutral
2020-06-02,positive
2020-06-02,negative
2020-06-02,positive
2020-06-02,neutral
2020-06-02,neutral
2020-06-02,positive
2020-06-02,positive
2020-06-03,positive
2020-06-03,neutral
2020-06-03,neutral
2020-06-03,neutral
2020-06-03,neutral
2020-06-03,negative
2020-06-03,neutral
2020-06-03,negative
2020-06-03,negative
2020-06-04,negative
2020-06-04,positive
2020-06-04,positive
2020-06-04,neutral
2020-06-05,negative
2020-06-05,neutral
2020-06-05,neutral
2020-06-05,neutral
2020-06-05,neutral
2020-06-05,positive
2020-06-05,neutral
2020-06-05,negative
2020-06-05,neutral
2020-06-05,negative
2020-06-05,negative
2020-06-08,neutral
2020-06-08,neutral
2020-06-08,neutral
2020-06-08,neutral
2020-06-09,negative
2020-06-09,neutral
2020-06-09,neutral
2020-06-09,positive
2020-06-09,positive
2020-06-09,neutral
2020-06-09,neutral
2020-06-09,neutral
2020-06-09,negative
2020-06-09,neutral
2020-06-09,positive
2020-06-10,negative
2020-06-10,neutral
2020-06-10,neutral
2020-06-10,neutral
2020-06-10,neutral
2020-06-10,positive
2020-06-10,neutral
2020-06-10,positive
2020-06-10,neutral
2020-06-10,neutral
2020-06-10,positive
2020-06-10,neutral
2020-06-10,neutral
2020-06-11,negative
2020-06-11,negative
2020-06-11,neutral
2020-06-11,neutral
2020-06-11,neutral
2020-06-11,neutral
2020-06-11,neutral
2020-06-11,negative
2020-06-11,neutral
2020-06-11,neutral
2020-06-11,neutral
2020-06-11,neutral
2020-06-12,neutral
2020-06-12,neutral
2020-06-12,neutral
2020-06-12,positive
2020-06-12,neutral
2020-06-12,neutral
2020-06-12,neutral
2020-06-13,positive
2020-06-13,negative
2020-06-14,neutral
2020-06-15,neutral
2020-06-15,positive
2020-06-15,neutral
2020-06-15,negative
2020-06-15,neutral
2020-06-16,negative
2020-06-16,neutral
2020-06-16,negative
2020-06-16,negative
2020-06-16,negative
2020-06-16,negative
2020-06-16,negative
2020-06-16,negative
2020-06-16,negative
2020-06-17,neutral
2020-06-17,neutral
2020-06-17,neutral
2020-06-17,neutral
2020-06-17,neutral
2020-06-17,negative
2020-06-18,negative
2020-06-18,neutral
2020-06-18,neutral
2020-06-18,neutral
2020-06-18,neutral
2020-06-18,positive
2020-06-18,neutral
2020-06-18,neutral
2020-06-18,negative
2020-06-18,negative
2020-06-18,negative
2020-06-19,neutral
2020-06-19,neutral
2020-06-19,neutral
2020-06-19,negative
2020-06-19,neutral
2020-06-19,positive
2020-06-20,neutral
2020-06-22,neutral
2020-06-22,positive
2020-06-22,positive
2020-06-22,neutral
2020-06-22,neutral
2020-06-22,positive
2020-06-22,neutral
2020-06-22,neutral
2020-06-22,positive
2020-06-22,neutral
2020-06-22,neutral
2020-06-22,neutral
2020-06-22,neutral
2020-06-22,neutral
2020-06-23,neutral
2020-06-23,positive
2020-06-23,negative
2020-06-23,neutral
2020-06-23,positive
2020-06-23,negative
2020-06-23,positive
2020-06-23,negative
2020-06-24,positive
2020-06-24,neutral
2020-06-24,neutral
2020-06-24,negative
2020-06-24,neutral
2020-06-24,positive
2020-06-24,neutral
2020-06-25,positive
2020-06-25,negative
2020-06-25,positive
2020-06-25,positive
2020-06-25,negative
2020-06-25,positive
2020-06-25,positive
2020-06-25,neutral
2020-06-25,neutral
2020-06-26,neutral
2020-06-26,positive
2020-06-26,positive
2020-06-26,negative
2020-06-26,neutral
2020-06-26,positive
2020-06-26,positive
2020-06-27,neutral
2020-06-27,positive
2020-06-29,positive
2020-06-29,positive
2020-06-29,neutral
2020-06-29,neutral
2020-06-29,neutral
2020-06-29,neutral
2020-06-29,positive
2020-06-29,neutral
2020-06-30,neutral
2020-06-30,negative
2020-06-30,neutral
2020-06-30,neutral
2020-07-01,neutral
2020-07-01,neutral
2020-07-01,neutral
2020-07-01,positive
2020-07-01,negative
2020-07-01,neutral
2020-07-01,positive
2020-07-01,neutral
2020-07-01,negative
2020-07-02,neutral
2020-07-02,neutral
2020-07-02,neutral
2020-07-02,positive
2020-07-02,neutral
2020-07-02,neutral
2020-07-02,negative
2020-07-04,neutral
2020-07-06,positive
2020-07-06,negative
2020-07-06,positive
2020-07-06,neutral
2020-07-06,neutral
2020-07-06,neutral
2020-07-06,negative
2020-07-06,positive
2020-07-07,neutral
2020-07-07,neutral
2020-07-07,negative
2020-07-07,negative
2020-07-07,neutral
2020-07-07,neutral
2020-07-08,neutral
2020-07-08,positive
2020-07-08,neutral
2020-07-08,negative
2020-07-08,neutral
2020-07-08,positive
2020-07-08,neutral
2020-07-08,neutral
2020-07-08,neutral
2020-07-09,neutral
2020-07-09,negative
2020-07-09,neutral
2020-07-09,positive
2020-07-09,neutral
2020-07-10,positive
2020-07-10,positive
2020-07-10,neutral
2020-07-10,neutral
2020-07-10,positive
2020-07-10,positive
2020-07-10,positive
2020-07-10,neutral
2020-07-10,positive
2020-07-10,neutral
2020-07-11,neutral
2020-07-13,negative
2020-07-13,neutral
2020-07-13,neutral
2020-07-13,negative
2020-07-13,neutral
2020-07-13,negative
2020-07-13,positive
2020-07-14,positive
2020-07-14,positive
2020-07-14,positive
2020-07-14,positive
2020-07-14,neutral
2020-07-14,positive
2020-07-15,positive
2020-07-15,positive
2020-07-15,neutral
2020-07-15,negative
2020-07-15,positive
2020-07-15,neutral
2020-07-15,positive
2020-07-15,positive
2020-07-15,positive
2020-07-16,positive
2020-07-16,negative
2020-07-16,negative
2020-07-17,positive
2020-07-17,neutral
2020-07-17,neutral
2020-07-17,positive
2020-07-20,positive
2020-07-20,negative
2020-07-21,positive
2020-07-21,negative
2020-07-21,negative
2020-07-21,neutral
2020-07-21,positive
2020-07-22,positive
2020-07-22,positive
2020-07-22,neutral
2020-07-22,neutral
2020-07-22,neutral
2020-07-23,negative
2020-07-23,neutral
2020-07-23,negative
2020-07-23,neutral
2020-07-23,neutral
2020-07-23,neutral
2020-07-23,neutral
2020-07-23,positive
2020-07-23,negative
2020-07-24,negative
2020-07-24,neutral
2020-07-24,neutral
2020-07-25,neutral
2020-07-25,negative
2020-07-27,neutral
2020-07-27,positive
2020-07-27,neutral
2020-07-27,neutral
2020-07-27,neutral
2020-07-27,neutral
2020-07-27,neutral
2020-07-28,neutral
2020-07-28,positive
2020-07-28,neutral
2020-07-29,neutral
2020-07-29,neutral
2020-07-29,neutral
2020-07-29,positive
2020-07-29,negative
2020-07-29,positive
2020-07-29,positive
2020-07-30,neutral
2020-07-30,negative
2020-07-30,neutral
2020-07-30,neutral
2020-07-30,positive
2020-07-30,positive
2020-07-30,positive
2020-07-30,neutral
2020-07-30,positive
2020-07-30,negative
2020-07-30,negative
2020-07-31,positive
2020-07-31,neutral
2020-07-31,negative
2020-07-31,neutral
2020-07-31,positive
2020-07-31,positive
2020-07-31,negative
2020-07-31,neutral
2020-07-31,neutral
2020-07-31,neutral
2020-07-31,positive
2020-07-31,negative
2020-07-31,positive
2020-07-31,neutral
2020-07-31,positive
2020-08-02,negative
2020-08-03,negative
2020-08-03,neutral
2020-08-03,neutral
2020-08-03,positive
2020-08-03,neutral
2020-08-03,positive
2020-08-03,positive
2020-08-03,positive
2020-08-03,neutral
2020-08-03,neutral
2020-08-04,positive
2020-08-04,neutral
2020-08-04,negative
2020-08-04,neutral
2020-08-04,negative
2020-08-04,neutral
2020-08-04,neutral
2020-08-05,positive
2020-08-05,neutral
2020-08-05,positive
2020-08-05,neutral
2020-08-05,negative
2020-08-06,neutral
2020-08-06,positive
2020-08-06,positive
2020-08-06,neutral
2020-08-06,neutral
2020-08-07,positive
2020-08-07,neutral
2020-08-07,positive
2020-08-07,positive
2020-08-07,negative
2020-08-07,positive
2020-08-07,neutral
2020-08-07,positive
2020-08-07,positive
2020-08-07,negative
2020-08-08,negative
2020-08-09,negative
2020-08-10,negative
2020-08-10,negative
2020-08-10,neutral
2020-08-10,neutral
2020-08-10,positive
2020-08-10,neutral
2020-08-10,neutral
2020-08-10,neutral
2020-08-10,positive
2020-08-10,negative
2020-08-11,neutral
2020-08-11,neutral
2020-08-11,neutral
2020-08-11,negative
2020-08-11,neutral
2020-08-11,neutral
2020-08-12,neutral
2020-08-12,positive
2020-08-12,neutral
2020-08-12,neutral
2020-08-12,neutral
2020-08-12,neutral
2020-08-12,negative
2020-08-12,neutral
2020-08-12,positive
2020-08-12,neutral
2020-08-12,neutral
2020-08-12,negative
2020-08-13,neutral
2020-08-13,neutral
2020-08-13,neutral
2020-08-13,negative
2020-08-13,positive
2020-08-13,negative
2020-08-13,positive
2020-08-13,negative
2020-08-13,negative
2020-08-13,negative
2020-08-14,neutral
2020-08-14,negative
2020-08-14,negative
2020-08-14,negative
2020-08-14,positive
2020-08-14,neutral
2020-08-14,positive
2020-08-14,positive
2020-08-14,negative
2020-08-14,positive
2020-08-14,positive
2020-08-14,negative
2020-08-14,negative
2020-08-17,neutral
2020-08-17,neutral
2020-08-17,negative
2020-08-18,neutral
2020-08-18,positive
2020-08-18,neutral
2020-08-18,neutral
2020-08-18,neutral
2020-08-18,negative
2020-08-18,neutral
2020-08-18,negative
2020-08-18,positive
2020-08-18,neutral
2020-08-18,positive
2020-08-18,neutral
2020-08-18,positive
2020-08-18,positive
2020-08-19,neutral
2020-08-19,positive
2020-08-19,neutral
2020-08-19,positive
2020-08-19,positive
2020-08-19,negative
2020-08-19,neutral
2020-08-19,positive
2020-08-19,positive
2020-08-19,neutral
2020-08-20,negative
2020-08-20,positive
2020-08-20,positive
2020-08-20,positive
2020-08-20,positive
2020-08-20,positive
2020-08-20,positive
2020-08-21,negative
2020-08-21,neutral
2020-08-21,positive
2020-08-21,negative
2020-08-21,neutral
2020-08-21,neutral
2020-08-21,positive
2020-08-21,neutral
2020-08-21,negative
2020-08-21,neutral
2020-08-21,neutral
2020-08-22,neutral
2020-08-22,neutral
2020-08-24,neutral
2020-08-24,neutral
2020-08-24,neutral
2020-08-24,negative
2020-08-24,neutral
2020-08-24,positive
2020-08-24,neutral
2020-08-24,neutral
2020-08-24,neutral
2020-08-25,neutral
2020-08-25,negative
2020-08-25,negative
2020-08-25,neutral
2020-08-25,neutral
2020-08-25,neutral
2020-08-25,positive
2020-08-25,positive
2020-08-25,neutral
2020-08-25,positive
2020-08-26,negative
2020-08-26,neutral
2020-08-26,neutral
2020-08-26,neutral
2020-08-26,positive
2020-08-26,neutral
2020-08-27,positive
2020-08-27,neutral
2020-08-27,neutral
2020-08-27,neutral
2020-08-27,neutral
2020-08-28,neutral
2020-08-28,positive
2020-08-28,neutral
2020-08-28,negative
2020-08-28,positive
2020-08-29,positive
2020-08-31,positive
2020-08-31,neutral
2020-08-31,neutral
2020-08-31,positive
2020-08-31,positive
2020-08-31,neutral
2020-08-31,positive
2020-08-31,neutral
2020-09-01,positive
2020-09-01,neutral
2020-09-01,neutral
2020-09-01,neutral
2020-09-01,neutral
2020-09-01,neutral
2020-09-01,neutral
2020-09-02,neutral
2020-09-02,neutral
2020-09-02,neutral
2020-09-02,neutral
2020-09-02,positive
2020-09-02,positive
2020-09-03,positive
2020-09-03,neutral
2020-09-03,neutral
2020-09-03,positive
2020-09-03,neutral
2020-09-03,neutral
2020-09-03,negative
2020-09-03,neutral
2020-09-04,positive
2020-09-04,negative
2020-09-04,neutral
2020-09-04,positive
2020-09-04,neutral
2020-09-05,negative
2020-09-06,positive
2020-09-08,negative
2020-09-08,negative
2020-09-08,negative
2020-09-08,neutral
2020-09-09,positive
2020-09-09,positive
2020-09-09,neutral
2020-09-09,neutral
2020-09-09,neutral
2020-09-09,positive
2020-09-09,positive
2020-09-09,neutral
2020-09-10,positive
2020-09-10,neutral
2020-09-10,positive
2020-09-10,neutral
2020-09-10,neutral
2020-09-10,negative
2020-09-10,negative
2020-09-11,positive
2020-09-11,neutral
2020-09-11,positive
2020-09-11,neutral
2020-09-11,negative
2020-09-14,neutral
2020-09-14,negative
2020-09-14,neutral
2020-09-14,negative
2020-09-14,positive
2020-09-15,positive
2020-09-15,neutral
2020-09-15,neutral
2020-09-15,neutral
2020-09-15,positive
2020-09-15,neutral
2020-09-16,neutral
2020-09-16,neutral
2020-09-16,neutral
2020-09-16,neutral
2020-09-16,positive
2020-09-16,positive
2020-09-16,positive
2020-09-16,positive
2020-09-16,negative
2020-09-17,positive
2020-09-18,neutral
2020-09-18,positive
2020-09-18,neutral
2020-09-18,positive
2020-09-18,neutral
2020-09-18,positive
2020-09-18,negative
2020-09-21,neutral
2020-09-21,positive
2020-09-21,positive
2020-09-21,positive
2020-09-21,positive
2020-09-21,negative
2020-09-21,negative
2020-09-21,positive
2020-09-22,neutral
2020-09-22,neutral
2020-09-22,neutral
2020-09-22,neutral
2020-09-22,positive
2020-09-22,positive
2020-09-22,negative
2020-09-22,positive
2020-09-22,neutral
2020-09-23,neutral
2020-09-23,neutral
2020-09-23,positive
2020-09-23,neutral
2020-09-23,neutral
2020-09-23,positive
2020-09-23,neutral
2020-09-24,neutral
2020-09-24,neutral
2020-09-24,positive
2020-09-24,positive
2020-09-24,neutral
2020-09-24,negative
2020-09-24,positive
2020-09-24,neutral
2020-09-25,negative
2020-09-25,positive
2020-09-25,positive
2020-09-25,neutral
2020-09-25,neutral
2020-09-28,positive
2020-09-28,positive
2020-09-28,neutral
2020-09-29,positive
2020-09-29,negative
2020-09-29,positive
2020-09-30,positive
2020-09-30,neutral
2020-09-30,neutral
2020-09-30,neutral
2020-09-30,neutral
2020-09-30,negative
2020-09-30,neutral
2020-09-30,neutral
2020-09-30,neutral
2020-09-30,positive
2020-09-30,positive
2020-09-30,positive
2020-09-30,neutral
2020-10-01,positive
2020-10-01,neutral
2020-10-01,negative
2020-10-01,positive
2020-10-01,positive
2020-10-01,neutral
2020-10-02,positive
2020-10-02,negative
2020-10-02,positive
2020-10-02,neutral
2020-10-02,neutral
2020-10-02,neutral
2020-10-05,positive
2020-10-05,neutral
2020-10-05,neutral
2020-10-05,neutral
2020-10-05,neutral
2020-10-05,neutral
2020-10-05,neutral
2020-10-05,neutral
2020-10-06,neutral
2020-10-06,negative
2020-10-06,neutral
2020-10-06,neutral
2020-10-06,neutral
2020-10-06,positive
2020-10-06,negative
2020-10-06,negative
2020-10-06,positive
2020-10-06,negative
2020-10-06,neutral
2020-10-06,negative
2020-10-06,neutral
2020-10-07,negative
2020-10-07,positive
2020-10-07,negative
2020-10-07,neutral
2020-10-07,positive
2020-10-07,neutral
2020-10-07,negative
2020-10-07,positive
2020-10-07,positive
2020-10-08,neutral
2020-10-08,positive
2020-10-08,positive
2020-10-09,neutral
2020-10-09,positive
2020-10-09,negative
2020-10-09,positive
2020-10-09,positive
2020-10-09,neutral
2020-10-09,neutral
2020-10-09,positive
2020-10-09,neutral
2020-10-09,neutral
2020-10-09,positive
2020-10-09,neutral
2020-10-10,negative
2020-10-10,neutral
2020-10-12,neutral
2020-10-12,neutral
2020-10-12,neutral
2020-10-12,neutral
2020-10-12,neutral
2020-10-12,neutral
2020-10-12,neutral
2020-10-12,positive
2020-10-12,positive
2020-10-12,neutral
2020-10-12,neutral
2020-10-12,neutral
2020-10-13,neutral
2020-10-13,neutral
2020-10-13,positive
2020-10-13,positive
2020-10-13,positive
2020-10-13,positive
2020-10-13,neutral
2020-10-13,neutral
2020-10-13,neutral
2020-10-13,positive
2020-10-13,positive
2020-10-13,neutral
2020-10-13,neutral
2020-10-14,negative
2020-10-14,neutral
2020-10-14,positive
2020-10-14,neutral
2020-10-14,neutral
2020-10-14,neutral
2020-10-14,neutral
2020-10-14,neutral
2020-10-15,negative
2020-10-15,negative
2020-10-15,neutral
2020-10-15,neutral
2020-10-15,negative
2020-10-15,neutral
2020-10-15,neutral
2020-10-16,neutral
2020-10-16,positive
2020-10-16,neutral
2020-10-17,neutral
2020-10-18,neutral
2020-10-19,neutral
2020-10-19,negative
2020-10-19,negative
2020-10-19,neutral
2020-10-19,positive
2020-10-19,positive
2020-10-19,neutral
2020-10-19,positive
2020-10-20,negative
2020-10-20,neutral
2020-10-20,negative
2020-10-20,positive
2020-10-20,neutral
2020-10-20,neutral
2020-10-21,neutral
2020-10-21,positive
2020-10-21,neutral
2020-10-21,negative
2020-10-21,neutral
2020-10-21,neutral
2020-10-21,positive
2020-10-22,positive
2020-10-22,neutral
2020-10-22,neutral
2020-10-22,neutral
2020-10-22,positive
2020-10-22,positive
2020-10-23,neutral
2020-10-23,positive
2020-10-23,positive
2020-10-23,neutral
2020-10-23,positive
2020-10-23,positive
2020-10-23,neutral
2020-10-26,positive
2020-10-26,neutral
2020-10-26,positive
2020-10-26,neutral
2020-10-26,neutral
2020-10-27,negative
2020-10-27,neutral
2020-10-27,positive
2020-10-28,positive
2020-10-28,neutral
2020-10-28,neutral
2020-10-28,neutral
2020-10-28,neutral
2020-10-28,positive
2020-10-28,positive
2020-10-28,negative
2020-10-28,neutral
2020-10-29,positive
2020-10-29,negative
2020-10-29,positive
2020-10-29,positive
2020-10-29,neutral
2020-10-29,negative
2020-10-29,negative
2020-10-29,negative
2020-10-29,neutral
2020-10-29,negative
2020-10-30,neutral
2020-10-30,neutral
2020-10-30,negative
2020-10-30,negative
2020-10-30,neutral
2020-10-30,negative
2020-10-30,negative
2020-10-30,positive
2020-10-30,positive
2020-10-30,negative
2020-10-30,negative
2020-10-31,positive
2020-11-02,positive
2020-11-02,neutral
2020-11-02,neutral
2020-11-02,neutral
2020-11-02,negative
2020-11-02,positive
2020-11-02,neutral
2020-11-02,neutral
2020-11-02,positive
2020-11-02,neutral
2020-11-02,neutral
2020-11-03,neutral
2020-11-03,neutral
2020-11-03,neutral
2020-11-03,neutral
2020-11-03,neutral
2020-11-03,positive
2020-11-03,positive
2020-11-03,positive
2020-11-03,neutral
2020-11-04,positive
2020-11-04,neutral
2020-11-04,negative
2020-11-04,positive
2020-11-04,neutral
2020-11-04,positive
2020-11-04,neutral
2020-11-05,negative
2020-11-05,neutral
2020-11-05,neutral
2020-11-05,negative
2020-11-05,negative
2020-11-05,neutral
2020-11-05,positive
2020-11-06,positive
2020-11-06,neutral
2020-11-06,positive
2020-11-06,negative
2020-11-06,neutral
2020-11-06,neutral
2020-11-06,positive
2020-11-06,neutral
2020-11-07,neutral
2020-11-07,neutral
2020-11-09,negative
2020-11-09,negative
2020-11-09,neutral
2020-11-09,negative
2020-11-09,neutral
2020-11-09,neutral
2020-11-10,negative
2020-11-10,neutral
2020-11-10,negative
2020-11-10,positive
2020-11-10,positive
2020-11-10,neutral
2020-11-10,positive
2020-11-10,positive
2020-11-10,positive
2020-11-11,neutral
2020-11-11,positive
2020-11-11,negative
2020-11-11,neutral
2020-11-12,neutral
2020-11-12,neutral
2020-11-12,neutral
2020-11-12,neutral
2020-11-12,neutral
2020-11-12,positive
2020-11-12,neutral
2020-11-12,neutral
2020-11-13,positive
2020-11-13,neutral
2020-11-14,neutral
2020-11-16,neutral
2020-11-16,positive
2020-11-16,neutral
2020-11-16,positive
2020-11-17,neutral
2020-11-17,neutral
2020-11-17,negative
2020-11-17,neutral
2020-11-17,neutral
2020-11-17,negative
2020-11-17,positive
2020-11-18,negative
2020-11-18,neutral
2020-11-18,neutral
2020-11-18,neutral
2020-11-18,neutral
2020-11-18,neutral
2020-11-18,negative
2020-11-18,neutral
2020-11-19,neutral
2020-11-19,positive
2020-11-19,neutral
2020-11-19,neutral
2020-11-19,positive
2020-11-19,neutral
2020-11-19,neutral
2020-11-19,positive
2020-11-19,negative
2020-11-19,neutral
2020-11-19,neutral
2020-11-20,neutral
2020-11-20,neutral
2020-11-20,neutral
2020-11-23,positive
2020-11-23,positive
2020-11-23,neutral
2020-11-23,neutral
2020-11-23,positive
2020-11-23,negative
2020-11-23,negative
2020-11-23,neutral
2020-11-24,neutral
2020-11-24,neutral
2020-11-25,positive
2020-11-25,negative
2020-11-25,neutral
2020-11-25,neutral
2020-11-25,neutral
2020-11-25,positive
2020-11-27,neutral
2020-11-30,neutral
2020-11-30,negative
2020-11-30,neutral
2020-11-30,neutral
2020-11-30,neutral
2020-11-30,positive
2020-11-30,neutral
2020-11-30,positive
2020-11-30,negative
2020-11-30,positive
2020-12-01,positive
2020-12-01,positive
2020-12-01,negative
2020-12-01,neutral
2020-12-01,positive
2020-12-01,neutral
2020-12-01,negative
2020-12-01,positive
2020-12-01,neutral
2020-12-02,positive
2020-12-02,neutral
2020-12-02,neutral
2020-12-02,neutral
2020-12-02,neutral
2020-12-02,positive
2020-12-02,positive
2020-12-03,neutral
2020-12-03,neutral
2020-12-03,neutral
2020-12-03,neutral
2020-12-03,neutral
2020-12-03,positive
2020-12-03,negative
2020-12-04,neutral
2020-12-04,neutral
2020-12-04,positive
2020-12-04,neutral
2020-12-04,positive
2020-12-07,neutral
2020-12-07,neutral
2020-12-07,neutral
2020-12-07,neutral
2020-12-07,positive
2020-12-07,positive
2020-12-07,neutral
2020-12-07,neutral
2020-12-08,negative
2020-12-08,neutral
2020-12-08,negative
2020-12-08,positive
2020-12-08,neutral
2020-12-08,neutral
2020-12-09,positive
2020-12-09,neutral
2020-12-10,neutral
2020-12-10,neutral
2020-12-11,positive
2020-12-11,neutral
2020-12-11,neutral
2020-12-11,neutral
2020-12-11,positive
2020-12-11,neutral
2020-12-12,negative
2020-12-12,negative
2020-12-14,neutral
2020-12-14,positive
2020-12-14,positive
2020-12-14,negative
2020-12-14,negative
2020-12-14,positive
2020-12-15,neutral
2020-12-15,positive
2020-12-15,neutral
2020-12-15,positive
2020-12-15,neutral
2020-12-15,neutral
2020-12-16,positive
2020-12-16,neutral
2020-12-16,neutral
2020-12-16,neutral
2020-12-16,neutral
2020-12-16,negative
2020-12-17,positive
2020-12-17,negative
2020-12-17,positive
2020-12-17,neutral
2020-12-18,positive
2020-12-18,neutral
2020-12-18,neutral
2020-12-18,negative
2020-12-18,negative
2020-12-18,negative
2020-12-19,negative
2020-12-21,neutral
2020-12-21,positive
2020-12-21,positive
2020-12-21,neutral
2020-12-21,neutral
2020-12-21,positive
2020-12-22,neutral
2020-12-22,positive
2020-12-22,negative
2020-12-22,negative
2020-12-22,negative
2020-12-22,neutral
2020-12-22,negative
2020-12-22,neutral
2020-12-22,neutral
2020-12-22,negative
2020-12-22,neutral
2020-12-22,positive
2020-12-22,neutral
2020-12-23,neutral
2020-12-23,neutral
2020-12-23,positive
2020-12-23,neutral
2020-12-23,negative
2020-12-23,negative
2020-12-23,neutral
2020-12-23,positive
2020-12-23,neutral
2020-12-23,negative
2020-12-23,neutral
2020-12-23,positive
2020-12-23,positive
2020-12-24,positive
2020-12-24,negative
2020-12-24,neutral
2020-12-26,neutral
2020-12-26,positive
2020-12-27,positive
2020-12-28,positive
2020-12-28,neutral
2020-12-28,positive
2020-12-28,positive
2020-12-28,neutral
2020-12-28,negative
2020-12-28,neutral
2020-12-28,negative
2020-12-28,neutral
2020-12-29,negative
2020-12-29,neutral
2020-12-29,neutral
2020-12-29,neutral
2020-12-29,negative
2020-12-29,negative
2020-12-29,negative
2020-12-30,positive
2020-12-30,positive
2020-12-30,neutral
2020-12-30,positive
2020-12-30,neutral
2020-12-30,neutral
2020-12-30,positive
2020-12-30,neutral
2020-12-30,neutral
2020-12-30,neutral
2020-12-31,positive
2020-12-31,neutral
2020-12-31,positive
2020-12-31,negative
2020-12-31,positive
2020-12-31,positive
2020-12-31,positive
2020-12-31,neutral
2020-12-31,positive
2021-01-01,neutral
2021-01-02,positive
2021-01-03,neutral
2021-01-03,positive
2021-01-03,positive
2021-01-04,negative
2021-01-04,negative
2021-01-04,neutral
2021-01-04,positive
2021-01-04,negative
2021-01-04,negative
2021-01-04,neutral
2021-01-05,neutral
2021-01-05,positive
2021-01-05,neutral
2021-01-05,neutral
2021-01-05,neutral
2021-01-05,neutral
2021-01-05,negative
2021-01-05,neutral
2021-01-05,positive
2021-01-05,neutral
2021-01-05,positive
2021-01-06,neutral
2021-01-06,negative
2021-01-06,neutral
2021-01-06,neutral
2021-01-06,neutral
2021-01-06,positive
2021-01-06,neutral
2021-01-06,neutral
2021-01-06,neutral
2021-01-06,positive
2021-01-07,positive
2021-01-07,neutral
2021-01-07,positive
2021-01-07,neutral
2021-01-07,neutral
2021-01-07,positive
2021-01-07,neutral
2021-01-07,negative
2021-01-07,neutral
2021-01-07,neutral
2021-01-08,neutral
2021-01-08,negative
2021-01-08,neutral
2021-01-08,positive
2021-01-08,neutral
2021-01-08,positive
2021-01-08,neutral
2021-01-08,neutral
2021-01-08,neutral
2021-01-08,neutral
2021-01-08,neutral
2021-01-08,negative
2021-01-08,negative
2021-01-09,neutral
2021-01-09,neutral
2021-01-09,neutral
2021-01-10,positive
2021-01-10,negative
2021-01-10,positive
2021-01-11,neutral
2021-01-11,positive
2021-01-11,neutral
2021-01-11,negative
2021-01-11,neutral
2021-01-11,neutral
2021-01-11,positive
2021-01-11,neutral
2021-01-11,neutral
2021-01-12,neutral
2021-01-12,neutral
2021-01-12,neutral
2021-01-12,positive
2021-01-12,neutral
2021-01-12,neutral
2021-01-12,positive
2021-01-12,positive
2021-01-13,neutral
2021-01-13,neutral
2021-01-13,positive
2021-01-13,neutral
2021-01-13,neutral
2021-01-13,positive
2021-01-13,negative
2021-01-13,neutral
2021-01-13,neutral
2021-01-13,neutral
2021-01-13,negative
2021-01-14,neutral
2021-01-14,neutral
2021-01-14,negative
2021-01-14,neutral
2021-01-14,neutral
2021-01-14,positive
2021-01-15,negative
2021-01-15,negative
2021-01-15,positive
2021-01-15,neutral
2021-01-15,neutral
2021-01-15,positive
2021-01-15,negative
2021-01-15,negative
2021-01-15,neutral
2021-01-15,neutral
2021-01-15,neutral
2021-01-16,positive
2021-01-18,positive
2021-01-18,negative
2021-01-18,positive
2021-01-19,neutral
2021-01-19,neutral
2021-01-19,neutral
2021-01-19,positive
2021-01-20,neutral
2021-01-20,negative
2021-01-20,positive
2021-01-20,neutral
2021-01-20,positive
2021-01-21,neutral
2021-01-21,negative
2021-01-21,neutral
2021-01-21,neutral
2021-01-21,neutral
2021-01-21,neutral
2021-01-21,neutral
2021-01-22,neutral
2021-01-22,neutral
2021-01-22,positive
2021-01-22,neutral
2021-01-22,neutral
2021-01-22,neutral
